Name,SOL_ID_BO_ID,SO Name,MIS,PPFGP,SSA,RD,SBBAS,SBSGP,SCSS,TD,PRFTS,KVN,NSC8,MSSC
Jassia BO,H9419,Sanghi SO,,,2.0,1.0,,1.0,,4.0,,,,
Jhajjar Road Rohtak SO,12400105,,3.0,,1.0,12.0,,2.0,,36.0,,3.0,7.0,
Jhajjar SO,12410302,,25.0,4.0,26.0,249.0,,103.0,11.0,365.0,,7.0,25.0,
Jhamri BO,G9343,Bahu SO,,,,,,1.0,,,,,,
Jhanswa Kalan BO,J7829,Sahlawas SO,,,2.0,1.0,,3.0,,,,,,
Jharli BO,J7408,Matanhail SO,,,2.0,,,1.0,,19.0,,,,
Jindran BO,H9420,Sanghi SO,,,,1.0,,2.0,,5.0,,,,
Jnv Kiloi BO,N9279,Nehru College Jhajjar SO,,,2.0,1.0,,2.0,,2.0,,,,
Jondhi BO,F4663,Jhajjar SO,,,,,,1.0,,,,,,
Kablana BO,N9280,Nehru College Jhajjar SO,,,,,,1.0,,1.0,,,,
Kabulpur BO,B1803,Beri SO,,,1.0,51.0,,1.0,,,,,,
Kahnaur SO,12441201,,2.0,1.0,5.0,15.0,,12.0,,95.0,,1.0,3.0,
Kahni BO,H9421,Sanghi SO,,,2.0,,,,,1.0,,,,
Kahri BO,B3545,Machrauli SO,,,6.0,,,2.0,,3.0,,,,
Kalanaur SO Rohtak,12411301,,2.0,,12.0,21.0,,22.0,2.0,41.0,,,3.0,
Kanheli BO,J7016,Asthal Bohar SO,,,,,,,,4.0,,,,
KANONDA BO,N9648,Assaudha SO,,,,,,,,1.0,,,,
Kansala SO,12440601,,,,0.0,4.0,,2.0,,9.0,,,,
Karodha BO,AK737,Jhajjar SO,,,3.0,2.0,,1.0,,,,,,
Karontha BO,O0159,Police Training Center Sunaria SO,,,2.0,4.0,,2.0,,,,,,
Karor BO,J7017,Asthal Bohar SO,,,3.0,2.0,,,,9.0,,,,
Kasni BO,J3751,Dhakla SO,,,1.0,1.0,,5.0,,4.0,,,,
Kassar BO,L9903,Bahadurgarh Mandi SO,,,,1.0,,,,,,,,
Katesra BO,J2618,Kalanaur SO Rohtak,,,1.0,,,,,,,,,
Khachrauli BO,J7409,Matanhail SO,,,1.0,1.0,,1.0,,3.0,,,,
Khairari BO,J2619,Kalanaur SO Rohtak,,,,2.0,,1.0,,80.0,,,,
Kharainti BO,C0197,Lakhan Majra SO,,,5.0,1.0,,4.0,,1.0,,,,
Kharawar BO,J7018,Asthal Bohar SO,,,1.0,4.0,,2.0,,18.0,,,,
Kharhar BO,L5374,Sampla SO,,,,,,,,1.0,,,,
Kharkhara BO,H8970,Madina SO,,,,,,3.0,,,,,,
Kharman BO,L9904,Bahadurgarh Mandi SO,,,2.0,2.0,,1.0,,5.0,,,,
Khatiwas BO,E6294,Jhajjar SO,,,,1.0,,,,2.0,,,,
Kheri Asra BO,N9281,Nehru College Jhajjar SO,,,1.0,6.0,,2.0,,1.0,,,,
Kheri Sadh BO,J7019,Asthal Bohar SO,,,1.0,2.0,,2.0,,,,,,
Khetawas BO,J3752,Dhakla SO,,,1.0,1.0,,9.0,,2.0,,,,
Khidwali BO,H9422,Sanghi SO,,,5.0,3.0,,4.0,,2.0,,,,
Khorra BO,G9345,Bahu SO,,,,,,4.0,,,,,,
Khudan BO,C2008,Machrauli SO,,,1.0,,,,,2.0,,,,
Khungai BO,N9282,Nehru College Jhajjar SO,,,,1.0,,5.0,,,,,,
Kiloi BO,J7279,Bhalaut SO,,,1.0,2.0,,2.0,,5.0,,,,
Kulasi BO,N9649,Assaudha SO,,,1.0,,,2.0,,1.0,,,,
Kultana BO,L5375,Sampla SO,,,,5.0,,5.0,,,,,,
Ladain BO,J7830,Sahlawas SO,,,1.0,1.0,,3.0,,1.0,,,,
Ladout BO,J7280,Bhalaut SO,,,,,,,,1.0,,,,
LADRAWAN BO,N9650,Assaudha SO,,,,3.0,,2.0,,6.0,,,,
Lahli BO,A7770,Anwal SO,,,,,,2.0,,2.0,,,,
Lakhan Majra SO,12451401,,1.0,1.0,4.0,4.0,,4.0,2.0,5.0,,,1.0,
Loharheri BO,L5376,Sampla SO,,,1.0,4.0,,2.0,,3.0,,,,
Lohari BO,A5091,Machrauli SO,,,2.0,,,1.0,,1.0,,,,
Lowa Kalan BO,L9905,Bahadurgarh Mandi SO,,,,,,,,3.0,,,,
Luksar BO,L9906,Bahadurgarh Mandi SO,,,,1.0,,,,13.0,,,,
Machrauli SO,12410801,,2.0,1.0,4.0,41.0,,14.0,,46.0,,1.0,1.0,
Madana Kalan BO,D7058,Dujana SO,,,5.0,3.0,,1.0,,,,,,
Madina SO,12411101,,,,2.0,13.0,,16.0,,38.0,,3.0,,
Main Bazar Bahadurgarh  SO,12450705,,6.0,1.0,6.0,18.0,,15.0,1.0,54.0,,,11.0,
Maina BO,J7020,Asthal Bohar SO,,,1.0,1.0,,2.0,,1.0,,,,
Majra BO,J7210,Dubaldhan SO,,,2.0,3.0,,14.0,,8.0,,1.0,,
Makrauli Kalan BO,J7281,Bhalaut SO,,,1.0,1.0,,2.0,,,,,,
Mandothi SO,12450601,,2.0,,0.0,10.0,,5.0,,13.0,,,,
Marodi Jatan BO,O0160,Police Training Center Sunaria SO,,,2.0,,,1.0,,,,,,
Marot BO,J7410,Matanhail SO,,,2.0,4.0,,1.0,,3.0,,,,
Matan BO,L5377,Sampla SO,,,1.0,,,,,,,,,
Matanhail SO,12410601,,11.0,2.0,6.0,10.0,,21.0,1.0,38.0,,2.0,2.0,
MD University Rohtak SO,12400113,,,,,1.0,,,,,,,,
Medical College SO Rohtak,12400106,,5.0,1.0,3.0,24.0,,13.0,2.0,51.0,,,7.0,
Mehem SO,12411201,,6.0,,15.0,22.0,,26.0,6.0,72.0,,4.0,14.0,
Mehrana BO,C0296,Dujana SO,,,1.0,9.0,,2.0,,1.0,,,,
MET Dadri Toe S.O,12451501,,,,,,,2.0,,,,,,
Mini Secretariat Bahadurgarh S.O,12450706,,,,1.0,1.0,,,,,,,,
Model Town SO Rohtak,12400107,,13.0,1.0,2.0,35.0,,17.0,3.0,117.0,,2.0,24.0,
Mokhra SO,12402201,,,,3.0,7.0,,10.0,,12.0,,,,
Morekheri BO,H3441,Kansala SO,,,,,,2.0,,,,,,
MPMajra BO,D7945,Jhajjar SO,,,,,,3.0,,,,,,
Mundahera BO,J7831,Sahlawas SO,,,1.0,2.0,,7.0,,1.0,,,,
Mundsa BO,J7411,Matanhail SO,,,1.0,1.0,,,,,,,,
Mungain BO,J7282,Bhalaut SO,,,,13.0,,,,,,,,
Nandal BO,C0198,Lakhan Majra SO,,,1.0,1.0,,3.0,,,,,,
Naya Bans BO,L5379,Sampla SO,,,,6.0,,1.0,,1.0,,,,
Nehru College Jhajjar SO,12410401,,,1.0,1.0,3.0,,3.0,,28.0,,,,
Nidana BO,B1769,Lakhan Majra SO,,,,,,1.0,,,,,,
Nigana BO,J2620,Kalanaur SO Rohtak,,,,1.0,,6.0,,7.0,,,,
Nilaheri BO,J7832,Sahlawas SO,,,5.0,5.0,,2.0,,1.0,,,,
Nilothi BO,H7486,Hassangarh SO,,,2.0,,,1.0,,,,,,
Nindana SO,12451301,,,1.0,6.0,6.0,,14.0,3.0,31.0,,,,
Niwada BO,J3753,Dhakla SO,,,,,,5.0,,,,,,
Nogawan BO,J7412,Matanhail SO,,,,,,1.0,,,,,,
Nonaud BO,L5378,Sampla SO,,,1.0,12.0,,7.0,,,,,,
Noona Majra BO,L9907,Bahadurgarh Mandi SO,,,3.0,24.0,,6.0,,4.0,,,,
Paksma BO,J7283,Bhalaut SO,,,5.0,9.0,,3.0,,12.0,,,,
Palra BO,A4292,Jhajjar SO,,,3.0,2.0,,2.0,,1.0,,,,
Pataudah BO,G3970,Machrauli SO,,,3.0,1.0,,3.0,,2.0,,,,
Patwapur BO,D2956,Anwal SO,,,,,,1.0,,2.0,,,,
Pehrawar BO,J7021,Asthal Bohar SO,,,1.0,1.0,,,,3.0,,,,
Pelpa BO,L6162,Badli SO Jhajjar,,,1.0,4.0,,3.0,,1.0,,,,
Pilana BO,J7211,Dubaldhan SO,,,2.0,44.0,,7.0,,2.0,,,,
Police Training Center Sunaria SO,12401001,,3.0,,0.0,0.0,,1.0,4.0,2.0,,,,
Power Plant Jharli SO,12414101,,1.0,,,1.0,,37.0,,,,,,
Rewari Khera BO,H0669,Charra SO,,,,2.0,,,,,,,,
Ritauli BO,C0241,Beri SO,,,3.0,60.0,,1.0,,4.0,,,,
Rithal BO,H9423,Sanghi SO,,,2.0,1.0,,5.0,,1.0,,,,
Rohad BO,L5380,Sampla SO,,,2.0,29.0,,4.0,,1.0,,,,
Rohtak HO,12400100,,55.0,5.0,40.0,153.0,,117.0,27.0,370.0,,21.0,75.0,
Rohtak Sector I SO,12400108,,5.0,1.0,1.0,17.0,,11.0,1.0,12.0,,8.0,14.0,
Rohtak Town SO,12400109,,10.0,1.0,4.0,69.0,,27.0,3.0,140.0,,9.0,21.0,
Rurkee BO,J7285,Bhalaut SO,,,3.0,2.0,,2.0,,,,,,
Sahlawas SO,12414601,,7.0,2.0,10.0,27.0,,16.0,2.0,41.0,,3.0,5.0,
Saman BO,J9570,Mehem SO,,,4.0,7.0,,8.0,,29.0,,,,
Samargopalpur BO,C8464,Lakhan Majra SO,,,,,,3.0,,,,,,
Samaspur Majra BO,J3754,Dhakla SO,,,,,,9.0,,2.0,,,,
Samchana BO,H7487,Hassangarh SO,,,1.0,1.0,,4.0,,,,,,
Sampel BO,J2621,Kalanaur SO Rohtak,,,5.0,5.0,,5.0,,,,,,
Sampla SO,12450101,,9.0,4.0,9.0,76.0,,28.0,3.0,63.0,,4.0,11.0,
Sanghi SO,12430301,,1.0,3.0,8.0,7.0,,8.0,,27.0,,6.0,,
Sankhol BO,L9908,Bahadurgarh Mandi SO,,,1.0,,,,,,,,,
Sasroli BO,J7413,Matanhail SO,,,2.0,1.0,,2.0,,3.0,,,,
Sehlenga BO,J7414,Matanhail SO,,,1.0,,,1.0,,,,,,
Seria BO,B1870,Dujana SO,,,,,,,,3.0,,,,
Sewana BO,J7212,Dubaldhan SO,,,,10.0,,,,,,,,
Shivaji Colony SO,12400111,,19.0,3.0,5.0,59.0,,47.0,20.0,88.0,,8.0,31.0,
Silani BO,C1194,Jhajjar SO,,,4.0,,,,,4.0,,,,
Singhpura Kalan BO,C8462,Lakhan Majra SO,,,,1.0,,,,2.0,,,,
Sisarkhas BO,J9571,Mehem SO,,,2.0,,,2.0,,1.0,,,,
Soldha BO,L9909,Bahadurgarh Mandi SO,,,1.0,,,,,,,,,
Sondhi BO,L6163,Badli SO Jhajjar,,,,,,,,10.0,,,,
Subana BO,J3755,Dhakla SO,,,2.0,2.0,,7.0,,,,,,
Sulodha BO,E6295,Jhajjar SO,,,,,,4.0,,,,,,
Sunari Kalan BO,O0161,Police Training Center Sunaria SO,,,,73.0,,,,,,,,
Sundana BO,J8919,Kahnaur SO,,,3.0,,,4.0,,2.0,,,,
Sunderpur BO,D6957,Lakhan Majra SO,,,,,,1.0,,,,,,
Surha BO,N9283,Nehru College Jhajjar SO,,,1.0,4.0,,2.0,,2.0,,,,
Surheti BO,J3756,Dhakla SO,,,,2.0,,6.0,,,,,,
Talao BO,C9510,Jhajjar SO,,,,,,2.0,,1.0,,,,
Tandaheri BO,H8553,Mandothi SO,,,2.0,,,2.0,,,,,,
Titauli BO,F3582,Lakhan Majra SO,,,3.0,2.0,,5.0,,3.0,,,,
Tumbaheri BO,J3757,Dhakla SO,,,1.0,1.0,,7.0,,,,,,
Ukhal Channa BO,N9284,Nehru College Jhajjar SO,,,,,,5.0,,,,,,
Utlodha BO,E6296,Jhajjar SO,,,3.0,,,2.0,,,,,,
Yakubpur BO,B2758,Jhajjar SO,,,,,,5.0,,,,,,
AhulanaGannur BO,A8170,Ganaur SO,,,2.0,10.0,,3.0,,2.0,,,,
AhulanaGohana BO,L4458,Gohana SO,,,,,,,,24.0,,,,
Akabarpur Barota BO,M1777,Nahri SO,,,3.0,,,1.0,,,,,,
Asadpur Nandnaur BO,B5942,Murthal SO,,,,94.0,,1.0,,,,,,
Aterna BO,M0979,Jakhauli SO,,,1.0,,,,,,,,,
Atlas Cycle SO,13100101,,6.0,,1.0,15.0,,6.0,5.0,33.0,,1.0,5.0,
Badhana BO,M0951,Rohat SO Sonipat,,,1.0,1.0,,2.0,,,,,,
Bahalgarh SO,13102101,,1.0,,6.0,3.0,,1.0,,3.0,,,1.0,
Bali Qutubpur BO,F8471,Ganaur SO,,,1.0,,,2.0,,2.0,,,,
Banwasa BO,J8898,Baroda SO,,,,1.0,,,,,,,,
Bari BO,E1658,Ganaur SO,,,5.0,2.0,,5.0,,6.0,,,,
Baroda SO,13130401,,1.0,,3.0,6.0,,10.0,,12.0,,1.0,1.0,
Baroli BO,O0184,Bahalgarh SO,,,1.0,,,,,4.0,,,,
Barona BO,J9551,Kharkhauda SO,,,2.0,1.0,,4.0,,1.0,,,,
Barota BO,L4460,Gohana SO,,,7.0,15.0,,2.0,,,,,,
Barwasni BO,C6242,Sonipat HO,,,,2.0,,2.0,,,,,,
Bayanpur BO,B7816,Sonipat HO,,,1.0,2.0,,2.0,,5.0,,,,
Bega BO,G7031,Ganaur SO,,,1.0,1.0,,1.0,,4.0,,,,
Bhagan BO,J8902,Engg College Muthal SO,,,2.0,,,1.0,,,,,,
Bhainswal Kalan SO,13140901,,3.0,,3.0,21.0,,8.0,2.0,22.0,,1.0,1.0,
Bhainswan Khurd BO,L4461,Gohana SO,,,4.0,1.0,,1.0,,,,,,
Bhatgaon SO Sonipat,13102201,,1.0,,1.0,3.0,,7.0,1.0,20.0,,,1.0,
Bhawar BO,C4590,Butana SO,,,2.0,,,1.0,,,,,,
Bichpari BO,A7692,Butana SO,,,,,,4.0,,,,,,
Bidhal BO,L4462,Gohana SO,,,,1.0,,,,,,,,
Bidhal Pinana BO,L4463,Gohana SO,,,4.0,2.0,,2.0,,46.0,,,,
Bidhlan BO,J9552,Kharkhauda SO,,,1.0,,,1.0,,,,,,
Bindroli BO,M0952,Rohat SO Sonipat,,,4.0,1.0,,4.0,,,,,,
Bohla BO,L8602,Juan SO,,,,1.0,,,,,,,,
Bus Stand Gohana SO,13130101,,3.0,1.0,4.0,24.0,,11.0,8.0,29.0,,1.0,1.0,
Busana BO,L6252,Mundlana SO,,,,,,,,1.0,,,,
Butana SO,13130201,,,,2.0,0.0,,9.0,,8.0,,1.0,,
Chhetra Bhahadurpur BO,M1778,Nahri SO,,,1.0,23.0,,,,3.0,,,,
Chhetra BO,L6253,Mundlana SO,,,1.0,,,1.0,,,,,,
Chhichrana BO,L4464,Gohana SO,,,1.0,4.0,,4.0,,5.0,,,,
Chirana BO,L6254,Mundlana SO,,,1.0,1.0,,1.0,,,,,,
Datauli BO,D3377,Ganaur SO,,,2.0,,,7.0,,15.0,,,,
Deepalpur BO,O0185,Bahalgarh SO,,,5.0,8.0,,2.0,,2.0,,,,
Delhi Road BO,B7817,Sonipat HO,,,,,,5.0,,,,,,
Dhanana Ahladpur BO,J8900,Baroda SO,,,1.0,1.0,,2.0,,3.0,,,,
Dhurana BO,L6255,Mundlana SO,,,1.0,,,3.0,,3.0,,,,
Engg College Muthal SO,13103901,,1.0,1.0,1.0,2.0,,4.0,1.0,2.0,,,,
Farmana SO,13140801,,2.0,1.0,2.0,7.0,,5.0,,17.0,,,9.0,
FAZILPUR,A9413,Sonipat HO,,,1.0,,,1.0,,4.0,,,,
Ganaur City SO,13110101,,,,2.0,9.0,,3.0,,67.0,,,,
Ganaur SO,13110102,,2.0,3.0,17.0,17.0,,28.0,1.0,124.0,,1.0,10.0,
Ganewari BO,D2364,Kanyagurukul Khanpur SO,,,3.0,1.0,,1.0,,,,,,
Gangana BO,D2870,Butana SO,,,3.0,,,5.0,,8.0,,,,
Ganzbazar SO,13100103,,1.0,,,10.0,,18.0,,18.0,,2.0,4.0,
Garhi Rajlu BO,E1659,Ganaur SO,,,4.0,1.0,,4.0,,,,,,
Garhi Sisana ED BO,M1772,Farmana SO,,,5.0,1.0,,6.0,,,,,,
Garhwal BO,E1208,Butana SO,,,1.0,11.0,,3.0,,,,,,
Ghasauli BO,F0052,Ganaur SO,,,2.0,1.0,,1.0,,,,,,
Giwana BO,L6198,Bhainswal Kalan SO,,,1.0,,,,,40.0,,,,
GKMatindu BO,J9553,Kharkhauda SO,,,1.0,,,,,26.0,,,,
Gohana Mandi SO,13130102,,,,7.0,18.0,,5.0,1.0,20.0,,,3.0,
Gohana Road SO Sonipat,13100104,,1.0,,2.0,8.0,,6.0,2.0,7.0,,,1.0,
Gohana SO,13130103,,18.0,1.0,20.0,76.0,,71.0,4.0,205.0,,10.0,30.0,
Gopalpur BO,J9554,Kharkhauda SO,,,2.0,,,1.0,,5.0,,,,
Gorar BO,M1773,Farmana SO,,,1.0,30.0,,2.0,,17.0,,,,
Guhna BO,M1774,Farmana SO,,,2.0,1.0,,3.0,,2.0,,,,
Gumar BO,G7032,Ganaur SO,,,3.0,,,3.0,,,,,,
Halalpur BO,M1779,Nahri SO,,,,1.0,,1.0,,,,,,
Harsana Kalan BO,A0936,Sonipat HO,,,,,,1.0,,,,,,
HOUSING BOARD COLONY SONIPAT,13100105,,3.0,,9.0,1.0,,7.0,3.0,22.0,,,3.0,
Industrial Estate Kundli SO,13102801,,2.0,,3.0,3.0,,7.0,,1.0,,,,
Jagsi BO,L4465,Gohana SO,,,4.0,1.0,,3.0,,13.0,,,,
Jainpur BO,E1023,Murthal SO,,,8.0,,,,,,,,,
Jakhauli SO,13102301,,,,9.0,,,6.0,,2.0,,2.0,,
Janti Kalan BO,F7688,Industrial Estate Kundli SO,,,2.0,12.0,,,,,,,,
Jasrana BO,M1775,Farmana SO,,,,,,4.0,,86.0,,,,
Jatheri BO,L4371,PSRai SO,,,,1.0,,1.0,,,,,,
Jauli BO,L4466,Gohana SO,,,6.0,30.0,,3.0,,16.0,,,,
Jawahra BO,L6256,Mundlana SO,,,2.0,1.0,,,,1.0,,,,
Jharot BO,M0953,Rohat SO Sonipat,,,1.0,,,,,,,,,
Jhs Butana BO,F7982,Butana SO,,,,12.0,,2.0,,,,,,
Jhundpur BO,M0980,Jakhauli SO,,,1.0,,,1.0,,,,,,
Juan SO,13102401,,,,1.0,8.0,,4.0,,78.0,,,,
Kailana BO,L8254,Purkhas SO,,,1.0,,,2.0,,,,,,
Kakroi BO,F1289,Sonipat HO,,,1.0,1.0,,1.0,,,,,,
Kanwali BO,M0954,Rohat SO Sonipat,,,,5.0,,1.0,,,,,,
Kanyagurukul Khanpur SO,13130501,,,,5.0,0.0,,13.0,,32.0,,,3.0,
Karewari BO,L8603,Juan SO,,,,,,1.0,,2.0,,,,
Kasandi BO,E0707,Kanyagurukul Khanpur SO,,,1.0,,,2.0,,,,,,
Kathura Block BO,L4467,Gohana SO,,,,1.0,,,,,,,,
Kathura BO,L4468,Gohana SO,,,2.0,2.0,,2.0,,8.0,,,,
Katwal BO,L6199,Bhainswal Kalan SO,,,1.0,1.0,,3.0,,,,,,
Khanda BO,J9555,Kharkhauda SO,,,4.0,6.0,,2.0,,17.0,,,,
Khandrai BO,L4469,Gohana SO,,,4.0,2.0,,4.0,,1.0,,,,
Khanpur Kalan BO,E0708,Kanyagurukul Khanpur SO,,,1.0,,,1.0,,5.0,,,,
Kharkhauda SO,13140201,,12.0,1.0,14.0,17.0,1.0,29.0,5.0,42.0,,2.0,5.0,
Kheri Damkan BO,L4470,Gohana SO,,,2.0,,,2.0,,,,,,
Kheri Gujjar BO,D3378,Ganaur SO,,,7.0,1.0,,4.0,,4.0,,,,
Kheri Manajat BO,M1780,Nahri SO,,,,,,3.0,,,,,,
Khewra BO,O0186,Bahalgarh SO,,,7.0,,,4.0,,4.0,,,,
Khizarpur Ahir BO,D3379,Ganaur SO,,,1.0,1.0,,4.0,,7.0,,,,
Khubru BO,E1660,Ganaur SO,,,4.0,1.0,,5.0,,1.0,,,,
Kohla BO,G6563,Butana SO,,,2.0,6.0,,1.0,,,,,,
Kundli BO,E0897,Industrial Estate Kundli SO,,,1.0,5.0,,3.0,,16.0,,,,
Kurar Brahimpur BO,J8903,Engg College Muthal SO,,,,,,1.0,,,,,,
Larsauli BO,J8904,Engg College Muthal SO,,,1.0,,,4.0,,,,,,
Lath BO,L4471,Gohana SO,,,,1.0,,,,,,,,
Lehrara BO,C6243,Sonipat HO,,,1.0,2.0,,4.0,,,,,,
Madina BO,L4472,Gohana SO,,,1.0,,,5.0,,6.0,,,,
Mahra II BO,L8604,Juan SO,,,2.0,1.0,,5.0,,,,,,
Malikpur BO,D2683,Murthal SO,,,5.0,,,7.0,,9.0,,,,
Manauli BO,M0981,Jakhauli SO,,,3.0,,,1.0,,2.0,,,,
Mandaura BO,M1781,Nahri SO,,,3.0,,,5.0,,4.0,,,,
Mehlana BO,D4612,Sonipat HO,,,,1.0,,,,,,,,
Mehmoodpur BO,L4474,Gohana SO,,,,,,,,7.0,,,,
Mini Sectt Gohana,13130104,,,,,10.0,,2.0,,5.0,,,,
Model Town Sonipat SO,13100107,,23.0,2.0,13.0,72.0,,49.0,21.0,142.0,,5.0,31.0,
Mohana BO,F9696,Sonipat HO,,,,3.0,,,,1.0,,,,
Moi Hooda BO,L4475,Gohana SO,,,,,,1.0,,,,,,
Moi Majri BO,L8255,Purkhas SO,,,1.0,,,1.0,,2.0,,,,
Mundlana SO,13130601,,,,2.0,1.0,,14.0,,18.0,,6.0,,
Murthal SO,13102701,,,,3.0,2.0,,2.0,,32.0,,,,
Nahra BO,M1782,Nahri SO,,,2.0,,,,,11.0,,,,
Nahri SO,13110301,,,,3.0,16.0,,6.0,2.0,33.0,,3.0,1.0,
Nangal Kalan BO,M0982,Jakhauli SO,,,2.0,,,1.0,,,,,,
Nathupur BO,L4372,PSRai SO,,,2.0,1.0,,2.0,,13.0,,,,
Nayat BO,L4476,Gohana SO,,,,41.0,,3.0,,2.0,,,,
Nizampur BO,F7983,Butana SO,,,4.0,8.0,,,,,,,,
Nuran Khera BO,F7984,Butana SO,,,1.0,1.0,,1.0,,1.0,,,,
Panchi Gujjaran BO,A8171,Ganaur SO,,,,28.0,,5.0,,,,,,
Panchijatan BO,L8256,Purkhas SO,,,,,,1.0,,4.0,,,,
Pehladpur Kiroli BO,J9557,Kharkhauda SO,,,2.0,3.0,,3.0,,,,,,
Pipli BO,J9558,Kharkhauda SO,,,1.0,16.0,,1.0,,,,,,
Pipli Khera BO,J8905,Engg College Muthal SO,,,,,,1.0,,2.0,,,,
Pritampura BO,L4373,PSRai SO,,,,1.0,,2.0,,2.0,,,,
PSRai SO,13102901,,1.0,,8.0,1.0,,14.0,4.0,16.0,,,2.0,
Pugthala BO,L8257,Purkhas SO,,,,,,,,2.0,,,,
Purkhas SO,13110201,,,,7.0,3.0,,6.0,,4.0,,,,
Qumaspur BO,O0187,Bahalgarh SO,,,5.0,,,,,,,,,
Rajpur BO,F8472,Ganaur SO,,,,,,2.0,,47.0,,,,
Ram BazarSonipat SO,13100108,,12.0,4.0,7.0,12.0,,4.0,2.0,36.0,,1.0,4.0,
Rathdhana BO,E2929,Sonipat HO,,,,4.0,,1.0,,,,,,
Rathdhana Road Sonipat SO,13100109,,,1.0,3.0,7.0,,5.0,2.0,4.0,,,,
RATTANGARH,A9414,Sonipat HO,,,3.0,,,1.0,,,,,,
Rindana BO,J8901,Baroda SO,,,2.0,,,1.0,,2.0,,,,
Rishikul Vidyapeeth BO,D4613,Sonipat HO,,,,,,6.0,,,,,,
Riwara BO,L6200,Bhainswal Kalan SO,,,,1.0,,1.0,,,,,,
Rohat SO Sonipat,13140301,,,,1.0,11.0,,9.0,,8.0,,1.0,,
Rohna BO,J9559,Kharkhauda SO,,,1.0,7.0,,3.0,,,,,,
Rolad Latifpur BO,L8605,Juan SO,,,2.0,,,3.0,,,,,,
Rukhi BO,L4479,Gohana SO,,,,1.0,,,,2.0,,,,
Saidpur BO,J9560,Kharkhauda SO,,,1.0,11.0,,,,5.0,,,,
Salimsar Majra BO,L8181,Bhatgaon SO Sonipat,,,1.0,6.0,,1.0,,1.0,,,,
Sandal Kalan BO,B7818,Sonipat HO,,,,1.0,,1.0,,,,,,
Sanpera BO,J8906,Engg College Muthal SO,,,2.0,,,3.0,,2.0,,,,
Saragthal BO,A7184,Kanyagurukul Khanpur SO,,,4.0,2.0,,2.0,,11.0,,,,
Sehri BO,J9561,Kharkhauda SO,,,,,,3.0,,4.0,,,,
Sersa BO,A7376,Industrial Estate Kundli SO,,,,4.0,,2.0,,8.0,,,,
Shapur Turk BO,D4614,Sonipat HO,,,2.0,,,3.0,,6.0,,,,
Sheikhpura BO,E1661,Ganaur SO,,,2.0,4.0,,2.0,,24.0,,,,
Sikenderpur Majra BO,L4480,Gohana SO,,,,10.0,,,,,,,,
Silana BO,M1776,Farmana SO,,,,,,3.0,,,,,,
Sitawali BO,L8606,Juan SO,,,2.0,1.0,,4.0,,7.0,,,,
Sohti BO,J9562,Kharkhauda SO,,,1.0,11.0,,1.0,,3.0,,,,
Sonipat HO,13100100,,30.0,6.0,25.0,75.0,,69.0,8.0,239.0,,26.0,86.0,
Sonipat Kty SO,13100110,,,,1.0,3.0,,2.0,1.0,13.0,,,,
Sonipat Mandi SO,13100111,,,,8.0,13.0,,9.0,9.0,24.0,,2.0,2.0,
Sonipat Sector 14 SO,13100112,,3.0,,,4.0,,7.0,1.0,9.0,,1.0,4.0,
Thanakalan BO,J9563,Kharkhauda SO,,,,17.0,,,,,,,,
Tharuoldepur BO,F9697,Sonipat HO,,,3.0,9.0,,,,1.0,,,,
Tihar Bagru BO,L8182,Bhatgaon SO Sonipat,,,,,,2.0,,12.0,,,,
Tihar BO,L4481,Gohana SO,,,,,,2.0,,9.0,,,,
