Office_ID,SOL_ID_BO_ID,PLI_ID,Office_Name,AO_office_ID,AO_Name,Sub_Division_ID,Sub_Division,Division id,Division,Circle_ID,Circle_Name,office_type_code,net target,Accounts_opened
17100597,G3094,HR040200011,Dochana BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100528,G3093,HR040200003,Barkoda BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100235,G2046,HR020122001,Badesera BO,17660116,Tigrana SO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100360,G1000,HR020120001,Misri BO,17660114,Sanwar SO Bhiwani,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100806,F8351,HR040209016,Siana BO,17660196,Kanina SO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100773,F8350,HR040209011,Pota BO,17660196,Kanina SO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100697,F8349,HR040209009,Kotia BO,17660196,Kanina SO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100368,F8283,HR020103016,Nandha BO,17660084,Badhara SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100325,F8282,HR020103013,Kari Dharani BO,17660084,Badhara SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100314,F8281,HR020103009,Jewali BO,17660084,Badhara SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100270,F8280,HR020103006,Dalawas BO,17660084,Badhara SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100245,F8279,HR020103002,Berla BO,17660112,Nihalgard PO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100229,F8278,HR020103001,Arya Nagar BO,17660084,Badhara SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100316,F7828,HR020101003,Jhijhar BO,17660083,Achina SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100757,F6456,HR040218004,Nihalawas BO,17660213,Nangal Sirohi SO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100523,F6455,HR040218001,Bairawas BO,17660213,Nangal Sirohi SO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100392,F5581,HR020112005,Rohnat BO,17660100,Jamalpur SO Bhiwani,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100402,F4634,HR020110012,Sarupgarh BO,17660095,Charkhi Dadri Hsgii SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100389,F4633,HR020110011,Rawaldhi BO,17660095,Charkhi Dadri Hsgii SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100776,F4602,HR040200029,Raghunathpura BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100760,F4601,HR040200028,Nizampur RS BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100699,F4600,HR040200022,Kultazpur BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100668,F4599,HR040200020,Kanwi BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100633,F4598,HR040200016,Hudina BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100592,F4597,HR040200010,Dharson BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100574,F4596,HR040200008,Chillro BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100514,F4595,HR040200002,Azamabad Mukhota BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100412,F3606,HR020114007,Sungarpur BO,17660104,Kairu SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100354,F3605,HR020114006,Mansarbass BO,17660104,Kairu SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100261,F3604,HR020114001,Chandawas BO,17660104,Kairu SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100400,F2537,HR020120002,Sankror BO,17660114,Sanwar SO Bhiwani,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100367,F0144,HR020136006,Nandgaon BO,17660111,Neemariwali PO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100238,F0143,HR020133008,Bajina BO,17660085,Bapora SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100799,E9940,HR040209014,Sehlang BO,17660196,Kanina SO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100752,E9939,HR040209010,Nautana BO,17660196,Kanina SO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100628,E9938,HR040209005,Gurha BO,17660196,Kanina SO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100546,E9937,HR040209002,Bharaf BO,17660196,Kanina SO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100269,E9884,HR020103005,Dagroli BO,17660112,Nihalgard PO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100377,E7196,HR020112003,Paposa BO,17660100,Jamalpur SO Bhiwani,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100334,E7195,HR020112002,Kirawar BO,17660100,Jamalpur SO Bhiwani,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100353,E6273,HR020110008,Mankawas BO,17660095,Charkhi Dadri Hsgii SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100662,E6244,HR040200017,Kamania BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100595,E6243,HR040200012,Dhor Kalan BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100361,E5320,HR020122004,Mitathal BO,17660116,Tigrana SO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100343,E5319,HR020114005,Lohani BO,17660104,Kairu SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100386,E4234,HR020120004,Ranila BO,17660114,Sanwar SO Bhiwani,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100289,E1758,HR020133011,Dinod BO,17660085,Bapora SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100279,E1757,HR020136003,Dhana Ladan Pur BO,17660111,Neemariwali PO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100685,E1552,HR040209008,Kheri BO,17660196,Kanina SO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100255,E1022,HR020101001,Bigowa BO,17660083,Achina SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100415,E0831,HR020121012,Thilod BO,17660117,Tosham SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100268,E0830,HR020121002,Dadam BO,17660117,Tosham SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100356,E0620,HR020108003,Mauri BO,17660097,Chiriya SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100696,D9660,HR040218003,Kothal Khurd BO,17660213,Nangal Sirohi SO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100232,D8690,HR020102001,Aun BO,17660087,Baund SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100373,D7911,HR020110010,Paitawas Kalan BO,17660095,Charkhi Dadri Hsgii SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100332,D7910,HR020110006,Kheri Bura BO,17660095,Charkhi Dadri Hsgii SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100718,D7885,HR040200024,Mandi BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100694,D7884,HR040200019,Koriawas BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100309,D6983,HR020114003,Hetampura BO,17660104,Kairu SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100272,D3474,HR020133010,Dang BO,17660085,Bapora SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100588,D3243,HR040209004,Dhanaunda BO,17660196,Kanina SO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100576,D3242,HR040209003,Chitrauli BO,17660196,Kanina SO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100319,D3181,HR020103010,Kadma BO,17660112,Nihalgard PO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100580,D1373,HR040218002,Daroli Ahir BO,17660213,Nangal Sirohi SO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100310,C9481,HR020110005,Imlota BO,17660095,Charkhi Dadri Hsgii SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100698,C9449,HR040200021,Krishan Nagar BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100630,C9448,HR040200015,Hamidpur BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100555,C9447,HR040200006,Bhushan Kalan BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100341,C8495,HR020114004,Leghan BO,17660104,Kairu SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100339,C8494,HR020114008,Kusumbhi BO,17660104,Kairu SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100660,C4905,HR040209006,Kakrola BO,17660196,Kanina SO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100263,C4847,HR020103004,Chandwas BO,17660084,Badhara SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100247,C4405,HR020101002,Bhagwi BO,17660083,Achina SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100394,C4195,HR020121011,Sagban BO,17660117,Tosham SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100391,C4194,HR020121010,Riwasa BO,17660117,Tosham SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100330,C4193,HR020121008,Kharkhari Sohan BO,17660117,Tosham SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100273,C4192,HR020121005,Daryapur BO,17660117,Tosham SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100264,C4009,HR020108001,Chang Road BO,17660097,Chiriya SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100284,C1168,HR020110002,Dhani Phogat BO,17660095,Charkhi Dadri Hsgii SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100533,C1131,HR040200004,Bashirpur BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100382,C0231,HR020122005,Premnagar BO,17660116,Tigrana SO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100280,C0230,HR020122002,Dhanana BO,17660116,Tigrana SO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100274,C0229,HR020114002,Devrala BO,17660104,Kairu SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100399,B9153,HR020120003,Sanjarwas BO,17660114,Sanwar SO Bhiwani,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100393,B6665,HR020136002,Roopgarh BO,17660111,Neemariwali PO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100384,B6664,HR020136005,Rajgarh BO,17660111,Neemariwali PO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100275,B6663,HR020133002,Devsar BO,17660085,Bapora SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100780,B6462,HR040209012,Rambas BO,17660196,Kanina SO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100364,B5941,HR020101005,Morwala BO,17660083,Achina SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100345,B5940,HR020101004,Loharwara BO,17660083,Achina SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100292,B5739,HR020121004,Dulheri BO,17660117,Tosham SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100282,B5738,HR020121003,Dhani Mahu BO,17660117,Tosham SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100346,B5571,HR020108004,Makrana BO,17660097,Chiriya SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100291,B5570,HR020108002,Dudhwa BO,17660097,Chiriya SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100396,B2734,HR020110013,Samaspur BO,17660095,Charkhi Dadri Hsgii SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100324,B2733,HR020110007,Kalyana BO,17660095,Charkhi Dadri Hsgii SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100267,B2732,HR020110001,Charkhi BO,17660095,Charkhi Dadri Hsgii SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100744,B2702,HR040200026,Nangal Katha BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100711,B2701,HR040200023,Madhana Kalan BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100674,B2700,HR040200018,Karota BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100411,B1794,HR020122006,Sui BO,17660116,Tigrana SO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100376,B1793,HR020122007,Paluwas BO,17660116,Tigrana SO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100823,AU194,0,SURJANWAS,17660166,Bawania SO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100288,AT275,0,DHULKOT,17660115,Siwani SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100401,AK762,0,Sarangpur B.O,17660090,Birhi Kalan SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100749,AK417,HR040221011,Nangla BO,17660231,Satnali SO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100374,AK111,HR040000455,Paju BO,17660107,Loharu SO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100333,AK110,HR020103017,Khorda BO,17660084,Badhara SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100783,A8024,HR040209013,Rasoolpur BO,17660196,Kanina SO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100663,A8023,HR040209007,Kanina Mandi BO,17660196,Kanina SO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100308,A7955,HR020103008,Harodi BO,17660112,Nihalgard PO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100303,A7954,HR020103007,Gopi BO,17660084,Badhara SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100246,A7531,HR020101006,Bhagesari BO,17660083,Achina SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100328,A7314,HR020121009,Khanak BO,17660117,Tosham SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100266,A7312,HR020121001,Chappar Rangran BO,17660117,Tosham SO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100278,A4270,HR020110003,Dhadhi Mandola BO,17660095,Charkhi Dadri Hsgii SO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100591,A4231,HR040200009,Dhanota BO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17100305,A3298,HR020122003,Gujrani BO,17660116,Tigrana SO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,BPO,600,
17660112,12731201,HR020137000,Nihalgard PO,17360006,Narnaul HO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660111,12731101,HR020136000,Neemariwali PO,17360003,Bhiwani HO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660102,12731001,HR020124000,Jhojhu SO,17360006,Narnaul HO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,2640,
17660108,12730901,HR020116000,Manheru SO,17360003,Bhiwani HO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660084,12730801,HR020103000,Badhara SO,17360006,Narnaul HO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1800,
17660083,12730701,HR020101000,Achina SO,17360006,Narnaul HO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660101,12730603,HR020132000,Janta College Charkhi Dadri SO,17360006,Narnaul HO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660096,12730602,HR020135000,Charkhi Dadri City SO,17360006,Narnaul HO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1800,
17660095,12730601,HR020110000,Charkhi Dadri Hsgii SO,17360006,Narnaul HO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,3600,
17660107,12720101,HR020115000,Loharu SO,17360003,Bhiwani HO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,3600,
17660105,12711401,HR020123000,Kharak Kalan SO,17360003,Bhiwani HO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660085,12711101,HR020133000,Bapora SO,17360003,Bhiwani HO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660115,12704601,HR020119000,Siwani SO,17360003,Bhiwani HO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,2640,
17660086,12704501,HR020105000,Barwa SO,17360003,Bhiwani HO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660113,12704301,HR020118000,Rodhan SO,17360003,Bhiwani HO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660114,12704201,HR020120000,Sanwar SO Bhiwani,17360006,Narnaul HO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660110,12704101,HR020117000,Mundhal Khurd SO,17360003,Bhiwani HO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660117,12704001,HR020121000,Tosham SO,17360003,Bhiwani HO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,2640,
17660100,12703501,HR020112000,Jamalpur SO Bhiwani,17360003,Bhiwani HO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660088,12703201,HR020106000,Bawani Khera SO,17360003,Bhiwani HO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1800,
17660116,12703101,HR020122000,Tigrana SO,17360003,Bhiwani HO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1800,
17660103,12703001,HR020113000,Jui Khurd SO,17360003,Bhiwani HO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1800,
17660104,12702901,HR020114000,Kairu SO,17360003,Bhiwani HO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660089,12702801,HR020107000,Behl SO,17360003,Bhiwani HO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1800,
17660094,12702701,HR020109000,Chang SO,17360003,Bhiwani HO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660090,12702601,HR020104000,Birhi Kalan SO,17360006,Narnaul HO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660087,12702501,HR020102000,Baund SO,17360006,Narnaul HO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660097,12702201,HR020108000,Chiriya SO,17360006,Narnaul HO,17640007,Charkhi Dadri Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660109,12702107,HR020125000,Mini Sect Bhiwani SO,17360003,Bhiwani HO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1800,
17660106,12702106,HR020131000,Lohar Bazar SO,17360003,Bhiwani HO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660099,12702105,HR020126000,Jalan Hospital Bhiwani SO,17360003,Bhiwani HO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660098,12702104,HR020130000,Halu Bajar Bhiwani SO,17360003,Bhiwani HO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1800,
17660093,12702103,HR020127000,Bus Stand Bhiwani SO,17360003,Bhiwani HO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660092,12702102,HR020128000,Bseh Bhiwani SO,17360003,Bhiwani HO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,2640,
17660091,12702101,HR020129000,Birla Colony Bhiwani SO,17360003,Bhiwani HO,17640005,Bhiwani 1st Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17360003,12702100,HR020100000,Bhiwani HO,17360003,Bhiwani HO,17640006,Bhiwani 2nd Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,HPO,10200,
17660166,12303401,HR040203000,Bawania SO,17360006,Narnaul HO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660169,12303101,HR040230000,Central University Haryana Mohindergarh SO,17360006,Narnaul HO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1200,
17660209,12302901,HR040215000,Mohindergarh SO,17360006,Narnaul HO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,3600,
17660213,12302801,HR040218000,Nangal Sirohi SO,17360006,Narnaul HO,17640012,Narnaul Sub Division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1800,
17660196,12302701,HR040209000,Kanina SO,17360006,Narnaul HO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,3600,
17660231,12302401,HR040221000,Satnali SO,17360006,Narnaul HO,17640036,Mohindergarh Sub division,17530002,Bhiwani Division,17300001,Haryana Circle,SPO,1800,
